2024-10-25 20:41:46.607 -05 [11000] FATAL:  la autentificaci�n password fall� para el usuario �postgres�
2024-10-25 22:38:19.181 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Rozina Vango', '2006-08-26');
2024-10-25 22:38:19.195 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.195 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Ursala Abramin', '2010-10-14');
2024-10-25 22:38:19.209 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.209 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Honoria Kuhnhardt', '2017-07-08');
2024-10-25 22:38:19.224 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.224 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Oliver Machen', '2008-07-21');
2024-10-25 22:38:19.238 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.238 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Conant Goldberg', '2022-05-14');
2024-10-25 22:38:19.254 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.254 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Jermaine Axelby', '2012-12-16');
2024-10-25 22:38:19.267 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.267 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Lynsey Seamarke', '2012-11-23');
2024-10-25 22:38:19.280 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.280 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Chick Jobbins', '2009-12-05');
2024-10-25 22:38:19.292 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.292 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Dasie Creffield', '2008-04-05');
2024-10-25 22:38:19.305 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.305 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Rebe Brockton', '2023-08-15');
2024-10-25 22:38:19.319 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.319 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Adore Couzens', '2019-08-11');
2024-10-25 22:38:19.331 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.331 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Essie Forsard', '2018-07-20');
2024-10-25 22:38:19.340 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.340 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Minnie Bellew', '2011-12-22');
2024-10-25 22:38:19.350 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.350 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Pier Pawelski', '2011-08-12');
2024-10-25 22:38:19.361 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.361 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Philipa Junkison', '2009-08-05');
2024-10-25 22:38:19.370 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.370 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Nikita Dunning', '2019-01-01');
2024-10-25 22:38:19.381 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.381 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Annie Trytsman', '2012-02-25');
2024-10-25 22:38:19.391 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.391 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Baryram Edmeads', '2005-11-20');
2024-10-25 22:38:19.400 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.400 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Baryram McCrae', '2022-05-26');
2024-10-25 22:38:19.410 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.410 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Lek Gribbin', '2009-01-07');
2024-10-25 22:38:19.420 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.420 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Robert Okie', '2010-07-13');
2024-10-25 22:38:19.429 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.429 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Cleon Colmer', '2019-01-15');
2024-10-25 22:38:19.439 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.439 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Gerry Simkovich', '2006-03-22');
2024-10-25 22:38:19.448 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.448 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Bernice Rogge', '2006-10-17');
2024-10-25 22:38:19.458 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.458 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Ludovika Bront', '2022-04-23');
2024-10-25 22:38:19.469 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.469 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Cobbie Ivanenko', '2011-10-28');
2024-10-25 22:38:19.479 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.479 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Timmie McRae', '2021-02-13');
2024-10-25 22:38:19.489 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.489 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Gena Tibbs', '2007-12-26');
2024-10-25 22:38:19.500 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.500 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Raquel Hapgood', '2021-08-23');
2024-10-25 22:38:19.510 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.510 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Krista Bartlam', '2023-08-19');
2024-10-25 22:38:19.520 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.520 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Stanford Bovingdon', '2014-02-13');
2024-10-25 22:38:19.530 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.530 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Bartolemo Lias', '2015-04-09');
2024-10-25 22:38:19.540 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.540 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Kirsteni Gepson', '2008-11-19');
2024-10-25 22:38:19.550 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.550 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Fredericka Biggadyke', '2024-03-26');
2024-10-25 22:38:19.560 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.560 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Nev Freckingham', '2020-08-12');
2024-10-25 22:38:19.570 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.570 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Walden MacSharry', '2011-11-08');
2024-10-25 22:38:19.580 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.580 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Sacha Strangward', '2009-06-18');
2024-10-25 22:38:19.591 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.591 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Eberto Morrieson', '2022-06-18');
2024-10-25 22:38:19.601 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.601 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Ronny Batham', '2017-02-24');
2024-10-25 22:38:19.611 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.611 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Krystal Bircher', '2008-08-30');
2024-10-25 22:38:19.621 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.621 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Roseann Tendahl', '2015-09-17');
2024-10-25 22:38:19.631 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.631 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Brand Waye', '2015-02-22');
2024-10-25 22:38:19.640 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.640 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Isabel Loutheane', '2009-05-06');
2024-10-25 22:38:19.650 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.650 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Gilda Verecker', '2008-10-22');
2024-10-25 22:38:19.661 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.661 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Rycca Kerbler', '2020-04-18');
2024-10-25 22:38:19.670 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.670 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Allyce Pelos', '2015-03-23');
2024-10-25 22:38:19.681 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.681 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Bibby Winpenny', '2023-10-16');
2024-10-25 22:38:19.691 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.691 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Celisse Lee', '2010-06-08');
2024-10-25 22:38:19.701 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.701 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Dora Machans', '2014-04-08');
2024-10-25 22:38:19.712 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.712 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Beatriz Lowbridge', '2015-05-23');
2024-10-25 22:38:19.721 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.721 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Barri Janik', '2007-08-10');
2024-10-25 22:38:19.731 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.731 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Horace Bassil', '2012-08-07');
2024-10-25 22:38:19.741 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.741 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Neill Holberry', '2019-08-21');
2024-10-25 22:38:19.752 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.752 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Gertruda Hardern', '2013-10-29');
2024-10-25 22:38:19.761 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.761 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Christan Risborough', '2019-01-26');
2024-10-25 22:38:19.771 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.771 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Aldon Gagie', '2013-04-01');
2024-10-25 22:38:19.781 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.781 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Peta Ferre', '2023-08-21');
2024-10-25 22:38:19.790 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.790 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Bard Johns', '2006-04-20');
2024-10-25 22:38:19.799 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.799 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Georgeanne Redwall', '2008-07-01');
2024-10-25 22:38:19.809 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.809 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Marcie Bearne', '2012-02-29');
2024-10-25 22:38:19.819 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.819 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Cart Nipper', '2024-02-11');
2024-10-25 22:38:19.829 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.829 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Kelsi Kiss', '2021-11-27');
2024-10-25 22:38:19.840 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.840 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Elva Cicccitti', '2007-04-10');
2024-10-25 22:38:19.850 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.850 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Charleen Cluckie', '2024-05-03');
2024-10-25 22:38:19.860 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.860 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Brady Codner', '2009-07-05');
2024-10-25 22:38:19.869 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.869 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Dionisio Fleisch', '2021-12-30');
2024-10-25 22:38:19.879 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.879 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Evvy Gravenall', '2021-06-11');
2024-10-25 22:38:19.888 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.888 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Fulton Schwandner', '2023-11-20');
2024-10-25 22:38:19.899 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.899 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Giacomo McCorrie', '2005-12-01');
2024-10-25 22:38:19.909 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.909 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Marielle Challinor', '2007-07-21');
2024-10-25 22:38:19.918 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.918 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Monti Gregon', '2011-01-02');
2024-10-25 22:38:19.928 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.928 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Pietra Mattersey', '2011-09-15');
2024-10-25 22:38:19.937 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.937 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Morgen Haestier', '2012-12-07');
2024-10-25 22:38:19.948 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.948 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Jo ann Cowwell', '2015-01-02');
2024-10-25 22:38:19.959 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.959 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Petronella Deakes', '2007-05-20');
2024-10-25 22:38:19.968 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.968 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Curt Vignal', '2009-11-19');
2024-10-25 22:38:19.977 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.977 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Godart Hierro', '2005-11-03');
2024-10-25 22:38:19.986 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.986 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Celinka Peterson', '2024-09-16');
2024-10-25 22:38:19.995 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:19.995 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Cloe Launder', '2014-11-18');
2024-10-25 22:38:20.003 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.003 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Erick Dhenin', '2009-11-26');
2024-10-25 22:38:20.012 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.012 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Osmund Stovold', '2018-04-09');
2024-10-25 22:38:20.021 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.021 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Kleon Losebie', '2018-01-12');
2024-10-25 22:38:20.031 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.031 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Misty Dytham', '2019-06-21');
2024-10-25 22:38:20.041 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.041 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Augusta Gaunter', '2018-11-17');
2024-10-25 22:38:20.051 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.051 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Mira McGinly', '2017-05-09');
2024-10-25 22:38:20.061 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.061 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Collen Woolger', '2018-09-16');
2024-10-25 22:38:20.070 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.070 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Kial Barnardo', '2020-05-15');
2024-10-25 22:38:20.079 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.079 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Tome Sprionghall', '2021-02-23');
2024-10-25 22:38:20.089 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.089 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Carny Ianittello', '2005-11-19');
2024-10-25 22:38:20.100 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.100 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Halie Cure', '2007-08-06');
2024-10-25 22:38:20.111 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.111 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Xenia Delouch', '2023-10-15');
2024-10-25 22:38:20.121 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.121 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Dougy Bouller', '2022-03-08');
2024-10-25 22:38:20.131 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.131 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Florie Pietesch', '2008-12-06');
2024-10-25 22:38:20.141 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.141 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Holly-anne Brawn', '2009-03-14');
2024-10-25 22:38:20.151 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.151 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Demetris Fabri', '2017-08-16');
2024-10-25 22:38:20.163 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.163 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Balduin Di Biaggi', '2018-09-26');
2024-10-25 22:38:20.174 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
2024-10-25 22:38:20.174 -05 [15508] SENTENCIA:  INSERT INTO VISITANTES (Nombre, FechaVista) VALUES ('Waiter Lanfranconi', '2017-12-26');
2024-10-25 22:38:20.183 -05 [15508] ERROR:  no existe la relación «visitantes» en carácter 13
